,NOMBRE,LONGITUD,LATITUD,cor,pvalue,sig,names.modos,p.value.FDR,type,figura,color.fill
583,PAMPAHUTA,-70.6775,-15.491389,0.0507476217840693,0.746561316063932,ns,PDOi,0.799887124354213,V,1,0
11103,CHUQUIBAMBILLA,-70.728333,-14.796389,0.108028758653268,0.512719138684443,ns,PDOi,0.799887124354213,V,1,0
1783,LAMPA,-70.372778,-15.355833,0.23890757500558,0.127575323650754,ns,PDOi,0.590077942828566,V,1,0
1083,CABANILLAS,-70.346389,-15.6393,-0.0694654183026276,0.657058815211659,ns,PDOi,0.799887124354213,V,-1,0
1683,HUANCANE,-69.7625,-15.203333,0.111264181888839,0.482993463603368,ns,PDOi,0.799887124354213,V,1,0
2183,HUARAYA MOHO,-69.491389,-15.389722,0.0987148792748666,0.539189590261328,ns,PDOi,0.799887124354213,V,1,0
1583,CAPACHICA,-69.8443,-15.6158,0.260034398097435,0.120109620698113,ns,PDOi,0.590077942828566,V,1,0
2193,TARACO,-69.9825,-15.305,0.0741321486830631,0.645062274434322,ns,PDOi,0.799887124354213,V,1,0
2383,MAZO CRUZ,-69.711667,-16.745556,-0.324896238536398,0.0435829054369981,s,PDOi,0.590077942828566,V,-1,-11
1283,DESAGUADERO,-69.0404,-16.5688,0.124740438794682,0.425454246617232,ns,PDOi,0.799887124354213,V,1,0
483,LARAQUERI,-70.067778,-16.1525,0.0347591254912476,0.829183308145502,ns,PDOi,0.829183308145502,V,1,0
1483,PUTINA,-69.868028,-14.914889,0.195661643742712,0.220201319847133,ns,PDOi,0.660603959541398,V,1,0
1293,ICHUÑA,-70.53725,-16.14075,0.224738675958188,0.157354118087618,ns,PDOi,0.590077942828566,V,1,0
2283,CAPAZO,-69.745556,-17.186389,-0.0579369581071226,0.714721209679852,ns,PDOi,0.799887124354213,V,-1,0
715,PUNO,-70.018056,-15.823333,-0.0010454327745317,0.994824147219128,ns,Ei,0.994824147219128,I,-1,0
515,PAMPAHUTA,-70.6775,-15.491389,-0.0185772544030968,0.905877774256227,ns,Ei,0.994824147219128,I,-1,0
1117,CHUQUIBAMBILLA,-70.728333,-14.796389,-0.223853407106256,0.170706129965542,ns,Ei,0.512118389896625,I,-1,0
1715,LAMPA,-70.372778,-15.355833,-0.130961547221512,0.408416464409288,ns,Ei,0.696186411441624,I,-1,0
1015,CABANILLAS,-70.346389,-15.6393,-0.114315916641498,0.464124274294416,ns,Ei,0.696186411441624,I,-1,0
1615,HUANCANE,-69.7625,-15.203333,-0.316936791964493,0.040849437723208,s,Ei,0.23109172104961,I,-1,-11
244,HUARAYA MOHO,-69.491389,-15.389722,-0.346852545801628,0.0263012417719579,s,Ei,0.23109172104961,I,-1,-11
1515,CAPACHICA,-69.8443,-15.6158,-0.103990044291587,0.540206724782665,ns,Ei,0.736645533794543,I,-1,0
2116,TARACO,-69.9825,-15.305,-0.0162899081124945,0.919481236438214,ns,Ei,0.994824147219128,I,-1,0
2315,MAZO CRUZ,-69.711667,-16.745556,0.152070473755584,0.355396735581654,ns,Ei,0.696186411441624,I,1,0
136,DESAGUADERO,-69.0404,-16.5688,-0.219352890253361,0.157571336362327,ns,Ei,0.512118389896625,I,-1,0
415,LARAQUERI,-70.067778,-16.1525,0.00836309786255581,0.958612554250653,ns,Ei,0.994824147219128,I,1,0
1415,PUTINA,-69.868028,-14.914889,0.124139733897313,0.439345746661791,ns,Ei,0.696186411441624,I,1,0
1216,ICHUÑA,-70.53725,-16.14075,-0.313763066202091,0.0462183442099221,s,Ei,0.23109172104961,I,-1,-11
2215,CAPAZO,-69.745556,-17.186389,0.121789158090916,0.440955563377002,ns,Ei,0.696186411441624,I,1,0
716,PUNO,-70.018056,-15.823333,-0.100710023946554,0.53097892174479,ns,Ci,0.86572690537005,I,-1,0
516,PAMPAHUTA,-70.6775,-15.491389,0.196042896058696,0.207695983310589,ns,Ci,0.778859937414707,I,1,0
1118,CHUQUIBAMBILLA,-70.728333,-14.796389,-0.0278424635704299,0.866385458298517,ns,Ci,0.866385458298517,I,-1,0
1716,LAMPA,-70.372778,-15.355833,0.0319299811913835,0.840904897174953,ns,Ci,0.866385458298517,I,1,0
